省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸钾,高锰酸钾类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
辽宁省,大连市,复州河,辽河流域,复州湾大桥,2022-06-03 12:00:00,Ⅱ,22.9192,8.33049,-,11.0204,-,3.464,-,0.0591,-,0.0579,5.33,481.763,6.4258,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-06-03 12:00:00,Ⅰ,18.605,8.15,-,8.639,-,1.757,-,0.025,-,0.0135,2.582,240.478,4.003,0.01216,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-06-03 12:00:00,Ⅲ,22.73,8.397,-,15.32,-,3.12,-,0.025,-,0.133,14.573,970.92,6.978,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-06-03 12:00:00,Ⅲ,24.41,8.786,-,20.505,-,4.454,-,0.0678,-,0.06,3.614,405.53,12.646,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-06-03 12:00:00,Ⅲ,22.98,8.378,-,23.37,-,5.84,-,0.025,-,0.0607,6.81,769.7,11.44,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-06-03 12:00:00,Ⅱ,22.7,8.654,-,10.375,-,2.55,-,0.054,-,0.038,4.896,508.5,12.47,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-06-03 12:00:00,Ⅱ,22.802,8.598,-,13.46,-,2.27,-,0.156,-,0.037,,505.1,39.2,,,维护
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-06-03 12:00:00,Ⅱ,20.69,7.897,-,7.624,-,2.08,-,0.041,-,0.046,7.989,1176.7,12.079,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-06-03 12:00:00,Ⅱ,20.85,8.154,-,7.917,-,2.779,-,0.025,-,0.044,4.451,697.51,28.326,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-06-03 12:00:00,Ⅱ,21.37,8.39,-,9.44,-,3.4347,-,0.0482,-,0.0374,2.3381,429.97,5.17,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-06-03 12:00:00,Ⅱ,18.36,7.9152,-,10.5901,-,3.6932,-,0.035,-,0.037,2.7688,533.606,5.2565,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-06-03 12:00:00,Ⅳ,21.57,8.955,-,15.67,-,6.316,-,0.025,-,0.105,2.498,385.52,17.19,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-06-03 12:00:00,Ⅲ,23.51,7.837,-,10.535,-,4.86,-,0.037,-,0.104,2.263,365.2,31.9,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-06-03 12:00:00,Ⅳ,24.07,7.69683,-,11.444,-,5.173,-,1.0205,-,0.2074,5.009,650.1,17.2121,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-06-03 12:00:00,Ⅲ,21.94,7.81,-,11.84,-,2.463,-,0.05,-,0.119,2.092,358.78,18.65,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-06-03 12:00:00,Ⅱ,15.863,7.967,-,10.41,-,2.89,-,0.026,-,0.047,2.561,318.9,20.6,,,正常
辽宁省,丹东市,爱河,辽河流域,爱河大桥,2022-06-03 12:00:00,-3,21.45,8.529,-,11.608,-,1.708,-,,-,0.005,7.79,222.3,7.22,,,维护
辽宁省,鞍山市,海城河,辽河流域,牛庄,2022-06-03 12:00:00,Ⅲ,23.88,7.98356,-,6.373,-,4.735,-,0.098,-,0.1283,2.571,719.275,36.4324,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-06-03 12:00:00,Ⅱ,21.82,8.051,-,10.603,-,0.79,-,0.025,-,0.04,8.614,669.198,61.905,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-06-03 12:00:00,Ⅱ,18.1,8.237,-,9.584,-,2.18,-,0.025,-,0.017,,643.19,11.78,,,维护
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-06-03 12:00:00,Ⅱ,22.61,8.589,-,13.84,-,2.95,-,0.03,-,0.053,4.5255,659.2,11.1,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-06-03 12:00:00,Ⅲ,22.17,8.77,-,10.09,-,4.52,-,0.031,-,0.104,1.945,487.1,94.15,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-06-03 12:00:00,Ⅳ,23.422,7.42642,-,6.52805,-,6.935,-,0.1631,-,0.2111,1.844,665.552,17.5345,,,正常
辽宁省,盘锦市,辽河,辽河流域,盘锦兴安(兴安),2022-06-03 12:00:00,Ⅲ,23.41,8.156,-,5.09,-,4.746,-,0.142,-,0.102,1.266,391.6,39.92,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-06-03 12:00:00,Ⅱ,23.94,8.585,-,16.007,-,3.701,-,0.025,-,0.036,3.58,429.874,6.568,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-06-03 12:00:00,Ⅲ,23.05,8.48,-,11.07,-,3.58,-,0.072,-,0.135,6.546,816.7,35.6,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-06-03 12:00:00,Ⅲ,24.68,8.901,-,13.564,-,5.19,-,0.073,-,0.059,2.165,729.115,20.553,,,正常
辽宁省,盘锦市,绕阳河,辽河流域,胜利塘,2022-06-03 12:00:00,Ⅴ,24.17,8.102,-,9.516,-,11.461,-,0.059,-,0.124,1.466,1987.64,41.66,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-06-03 12:00:00,Ⅱ,21.34,7.5335,-,7.85383,-,3.73685,-,0.03792,-,0.0664,0.7585,230.691,25.58525,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-06-03 12:00:00,Ⅱ,22.76,8.52045,-,9.53808,-,1.84615,-,0.0685,-,0.03208,3.37411,286.3434,33.88394,,,正常
辽宁省,辽阳市,太子河,辽河流域,葠窝坝下,2022-06-03 12:00:00,Ⅱ,23.351,8.101,-,12.28,-,2.03,-,0.066,-,0.034,3.292,338.7,8.9,,,正常
辽宁省,丹东市,蒲石河,辽河流域,蒲石河大桥,2022-06-03 12:00:00,-3,19.488,7.723,-,9.805,-,1.025,-,,-,,2.22,262.81,3.051,,,维护
辽宁省,营口市,大辽河,辽河流域,辽河公园,2022-06-03 12:00:00,-3,22.31,7.6,-,7.52,-,,-,0.9385,-,0.2414,4.987,2693.447,152.64,,,维护
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-06-03 12:00:00,Ⅳ,22.89,8.489,-,11.9,-,8.26,-,0.04,-,0.18,4.313,787.66,33.18,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-06-03 12:00:00,Ⅳ,23.15,8.758,-,11.65,-,6.882,-,0.041,-,0.10242,2.105,420.8,38.6,,,正常
辽宁省,锦州市,西细河,辽河流域,高台子,2022-06-03 12:00:00,Ⅳ,13.74,7.456,-,4.259,-,3.198,-,0.025,-,0.1239,6.943,1102.79,17.175,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-06-03 12:00:00,Ⅳ,21.4692,7.43197,-,4.49577,-,4.284,-,0.0852,-,0.0903,1.41,398.814,18.2326,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-06-03 16:00:00,Ⅲ,25.59,8.457,-,6.843,-,5.23,-,0.14,-,0.124,1.451,387.038,23.96,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-06-03 16:00:00,Ⅰ,21.13,8.18154,-,9.46164,-,1.25128,-,0.03974,-,0.00789,1.98339,119.321,2.50654,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-06-03 16:00:00,Ⅱ,25.44485,8.94102,-,10.12205,-,3.71285,-,0.04912,-,0.09982,4.17393,483.3736,11.52837,,,正常
辽宁省,铁岭市,辽河,辽河流域,三合屯,2022-06-03 16:00:00,Ⅲ,23.9569,8.4614,-,9.8462,-,5.6268,-,0.025,-,0.067,1.528,666.03,46.4162,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-06-03 16:00:00,Ⅱ,20.7948,7.91724,-,8.821,-,1.476,-,0.0425,-,0.0273,2.942,419.124,6.52289,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-06-03 16:00:00,Ⅱ,24.04,8.5957,-,19.704,-,2.01,-,0.0311,-,0.0172,3.224,405.012,8.009,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-06-03 16:00:00,Ⅱ,13.57,8.133,-,12.37,-,2.1,-,0.038,-,0.009,3.176,334.55,5.29,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-06-03 16:00:00,Ⅱ,21.92,7.923,-,8.303,-,3.342,-,0.124,-,0.0931,2.81,604.6,6.9,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-06-03 16:00:00,Ⅲ,21.92,8.147,-,8.938,-,3.527,-,0.747,-,0.115,6.249,683.454,2.042,,,正常
辽宁省,沈阳市,浑河,辽河流域,于家房,2022-06-03 16:00:00,Ⅳ,14.23,7.828,-,11.4,-,7.21,-,0.078,-,0.152,2.335,834.3,22.6,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-06-03 16:00:00,Ⅴ,27.08,8.859,-,18.97,-,11.518,-,0.0254,-,0.215,2.837,671.398,54.3,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-06-03 16:00:00,Ⅱ,20.39,8.499,-,14.02,-,3.72,-,0.032,-,0.0216,2.058,480.5,4.83,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-06-03 16:00:00,Ⅱ,27.81,8.132,-,18.739,-,3.5,-,0.101,-,0.0503,0.939,583.17,3.94,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-06-03 16:00:00,Ⅱ,16.03,8.35,-,9.711,-,2.267,-,0.025,-,0.0401,2.556,277.7,12.9,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-06-03 16:00:00,Ⅱ,15.82,7.648,-,10.409,-,2.688,-,0.025,-,0.0128,2.435,248.92,4.792,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-06-03 16:00:00,Ⅱ,22.38,8.611,-,21.575,-,3.826,-,0.025,-,0.09,3.729,472.646,24.357,,,正常
辽宁省,抚顺市,太子河北支,辽河流域,北太子河入观音阁水库口,2022-06-03 16:00:00,劣Ⅴ,22.9,9.38,-,11.76,-,1.674,-,0.025,-,0.0288,2.119,199.44,3.6,,,正常
辽宁省,抚顺市,浑河清原段,辽河流域,北杂木,2022-06-03 16:00:00,Ⅱ,22.79,8.94,-,8.06,-,3.028,-,0.0258,-,0.0322,1.623,254.77,17,,,正常
辽宁省,本溪市,太子河南支,辽河流域,南太子河入库口,2022-06-03 16:00:00,Ⅰ,23.08,8.31,-,10.846,-,0.429,-,0.025,-,0.0054,2.874,113.2,4.71,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-06-03 16:00:00,Ⅱ,22.79,8.46,-,9.08,-,2.568,-,0.0308,-,0.019,2.427,242.14,10.06,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-06-03 16:00:00,Ⅱ,22.24944,8.18835,-,7.34652,-,1.70167,-,0.04118,-,0.03174,0.69568,290.5411,24.14939,,,正常
辽宁省,大连市,复州河,辽河流域,复州湾大桥,2022-06-03 16:00:00,Ⅱ,23.3714,8.48116,-,11.3627,-,3.582,-,0.0538,-,0.059,5.266,479.6,6.31135,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-06-03 16:00:00,Ⅰ,18.449,8.134,-,8.655,-,1.753,-,0.025,-,0.014,2.602,240.51,8.425,0.01336,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-06-03 16:00:00,Ⅲ,24.54,8.336,-,12.87,-,3.23,-,0.03,-,0.135,14.693,969.57,9.525,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-06-03 16:00:00,Ⅲ,24.67,8.844,-,21.221,-,4.726,-,0.0623,-,0.0625,3.498,406.31,14.374,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-06-03 16:00:00,Ⅲ,22.86,8.302,-,17.63,-,5.45,-,0.025,-,0.0608,7.385,789.92,12.56,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-06-03 16:00:00,Ⅱ,23.18,8.623,-,9.806,-,2.79,-,0.064,-,0.04,4.887,512.325,18.277,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-06-03 16:00:00,Ⅱ,23.31,8.87,-,14.35,-,2.49,-,0.149,-,0.04,3.347,498.5,56,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-06-03 16:00:00,Ⅱ,20.93,7.999,-,6.995,-,2.12,-,0.045,-,0.049,9.626,1358.84,13.454,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-06-03 16:00:00,Ⅱ,20.94,8.217,-,8.403,-,2.796,-,0.025,-,0.044,4.402,697.57,27.294,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-06-03 16:00:00,Ⅱ,20.86,8.4,-,10.45,-,3.835,-,0.0426,-,0.0361,2.383,366.08,5.59,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-06-03 16:00:00,Ⅱ,18.98,7.8422,-,9.6285,-,0.8076,-,0.0366,-,0.0362,2.8036,531.479,5.2283,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-06-03 16:00:00,劣Ⅴ,23.11,9.331,-,21.56,-,7.854,-,0.025,-,0.107,2.657,380.17,21.32,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-06-03 16:00:00,Ⅲ,23.88,7.83,-,9.312,-,5.21,-,0.025,-,0.093,2.279,368.3,38.6,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-06-03 16:00:00,Ⅳ,24.71,8.62057,-,20.027,-,6.337,-,0.4281,-,0.1973,4.656,646.8,18.7427,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-06-03 16:00:00,Ⅲ,24.61,8.357,-,13.8,-,2.689,-,0.061,-,0.126,2.151,358.16,20.95,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-06-03 16:00:00,Ⅱ,15.958,7.985,-,10.5,-,2.8724,-,0.025,-,0.0488,2.613,322.9,11.2,,,正常
辽宁省,丹东市,爱河,辽河流域,爱河大桥,2022-06-03 16:00:00,-3,22.39,8.887,-,13.124,-,1.708,-,,-,0.005,7.79,221.4,8.07,,,维护
辽宁省,鞍山市,海城河,辽河流域,牛庄,2022-06-03 16:00:00,Ⅲ,24.56,8.15456,-,11.891,-,4.471,-,0.1052,-,0.1143,2.571,720.231,34.9836,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-06-03 16:00:00,Ⅱ,23.52,7.99,-,9.094,-,1.42,-,0.025,-,0.0662,8.213,668.942,128.941,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-06-03 16:00:00,Ⅱ,19.59,8.394,-,10.484,-,2.13,-,0.025,-,0.017,4.409,638.08,11.62,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-06-03 16:00:00,Ⅱ,23.7019,8.8404,-,14.522,-,3,-,0.03,-,0.058,4.6,636.886,6.645,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-06-03 16:00:00,Ⅲ,23.62,8.95,-,10.24,-,4.85,-,0.033,-,0.096,1.881,488.2,86.52,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-06-03 16:00:00,Ⅳ,23.1157,7.51826,-,6.8714,-,6.319,-,0.1357,-,0.1963,1.677,665.377,25.2639,,,正常
辽宁省,盘锦市,辽河,辽河流域,盘锦兴安(兴安),2022-06-03 16:00:00,Ⅲ,23.81,8.145,-,5.14,-,4.708,-,0.142,-,0.101,1.181,390,37.56,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-06-03 16:00:00,Ⅲ,24.54,8.611,-,16.391,-,4.042,-,0.025,-,0.036,3.691,431.029,7.553,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-06-03 16:00:00,Ⅲ,24.54,8.85,-,12.34,-,3.7193,-,0.056,-,0.134,6.532,803.5,31.2,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-06-03 16:00:00,Ⅲ,24.68,8.85,-,13.262,-,5.18,-,0.073,-,0.057,2.101,729.697,24.913,,,正常
辽宁省,盘锦市,绕阳河,辽河流域,胜利塘,2022-06-03 16:00:00,Ⅴ,24.95,8.545,-,14.057,-,13.812,-,0.033,-,0.15,1.819,1974.86,37.13,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-06-03 16:00:00,Ⅱ,20.97,7.61558,-,8.80104,-,3.72784,-,0.03636,-,0.06651,0.78137,229.5789,25.83558,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-06-03 16:00:00,Ⅱ,22.43,8.49142,-,9.43044,-,1.86622,-,0.06864,-,0.0313,3.30611,287.1367,32.30509,,,正常
辽宁省,辽阳市,太子河,辽河流域,葠窝坝下,2022-06-03 16:00:00,Ⅱ,23.62,8.077,-,12.18,-,2.27,-,0.072,-,0.031,3.3247,340,8,,,正常
辽宁省,丹东市,蒲石河,辽河流域,蒲石河大桥,2022-06-03 16:00:00,-3,20.038,8.056,-,10.646,-,1.025,-,,-,,2.22,261.63,3.133,,,维护
辽宁省,营口市,大辽河,辽河流域,辽河公园,2022-06-03 16:00:00,Ⅳ,22.6,7.73,-,7.257,-,7.316,-,0.7251,-,0.2003,4.692,1723.94,168.08,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-06-03 16:00:00,Ⅳ,23.93,8.603,-,12.74,-,9.12,-,0.037,-,0.178,4.225,765.14,36.07,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-06-03 16:00:00,Ⅳ,24.12,8.889,-,12.3,-,7.006,-,0.025,-,0.08882,2.129,416.7,37.6,,,正常
辽宁省,锦州市,西细河,辽河流域,高台子,2022-06-03 16:00:00,Ⅳ,13.99,7.441,-,4.045,-,3.073,-,0.025,-,0.1174,6.881,1100.14,19.86,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-06-03 16:00:00,Ⅳ,21.4308,7.44799,-,4.66039,-,4.559,-,0.0945,-,0.0963,1.236,399.132,19.2162,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-06-03 20:00:00,Ⅲ,24.64,8.261,-,5.643,-,4.94,-,0.16,-,0.12,1.089,388.828,20.067,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-06-03 20:00:00,Ⅰ,21.1,8.12479,-,9.29794,-,1.24849,-,0.04034,-,0.00764,1.99608,119.324,2.70791,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-06-03 20:00:00,Ⅱ,24.73295,8.80778,-,8.77328,-,3.96592,-,0.06853,-,0.09677,4.13839,485.2314,12.00278,,,正常
辽宁省,铁岭市,辽河,辽河流域,三合屯,2022-06-03 20:00:00,Ⅲ,23.0821,8.2182,-,8.2842,-,5.4737,-,0.025,-,0.065,1.612,658.693,52.8945,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-06-03 20:00:00,Ⅱ,20.7386,7.91724,-,8.954,-,1.326,-,0.025,-,0.0269,2.917,417.976,6.56111,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-06-03 20:00:00,Ⅱ,21.05,8.0441,-,6.767,-,2.016,-,0.025,-,0.0161,3.403,422.944,8.901,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-06-03 20:00:00,Ⅱ,13.7,7.987,-,10.72,-,2.1,-,0.038,-,0.009,3.149,334.41,4.91,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-06-03 20:00:00,Ⅱ,21.76,7.879,-,7.883,-,3.1697,-,0.127,-,0.0906,2.803,602.6,6.5,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-06-03 20:00:00,Ⅲ,21.29,8.098,-,7.626,-,3.547,-,0.443,-,0.114,7.34,680.216,2.058,,,正常
辽宁省,沈阳市,浑河,辽河流域,于家房,2022-06-03 20:00:00,Ⅳ,14.284,7.837,-,11.47,-,7.1237,-,0.059,-,0.146,2.577,842,21.3,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-06-03 20:00:00,Ⅴ,26.84,8.851,-,16.5,-,11.644,-,0.025,-,0.218,2.645,671.692,55.16,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-06-03 20:00:00,Ⅱ,19.17,8.118,-,8.12,-,3.73,-,0.048,-,0.0218,2.101,488.8,4.36,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-06-03 20:00:00,Ⅲ,24.07,7.493,-,5.682,-,3.437,-,0.121,-,0.039,0.915,588.044,2.011,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-06-03 20:00:00,Ⅱ,15.9,8.252,-,9.041,-,2.23,-,0.025,-,0.0387,2.516,285.8,12.8,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-06-03 20:00:00,Ⅱ,15.7,7.8879,-,11.143,-,2.646,-,0.025,-,0.0111,2.384,240.97,3.957,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-06-03 20:00:00,Ⅱ,21.94,8.474,-,14.796,-,3.309,-,0.025,-,0.0801,3.843,473.398,15.994,,,正常
辽宁省,抚顺市,太子河北支,辽河流域,北太子河入观音阁水库口,2022-06-03 20:00:00,Ⅱ,20.8725,8.6903,-,8.493,-,1.737,-,0.025,-,0.0252,2.147,209.068,3.1032,,,正常
辽宁省,抚顺市,浑河清原段,辽河流域,北杂木,2022-06-03 20:00:00,Ⅲ,22.44,8.43,-,5.81,-,3.0379,-,0.025,-,0.0293,1.625,258.7,18.19,,,正常
辽宁省,本溪市,太子河南支,辽河流域,南太子河入库口,2022-06-03 20:00:00,Ⅰ,23.3,8.24,-,10.2,-,0.406,-,0.025,-,0.0056,2.791,106.6,4.41,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-06-03 20:00:00,Ⅱ,20.62,7.76,-,7.68,-,2.839,-,0.0312,-,0.0184,2.49,244.02,9.37,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-06-03 20:00:00,Ⅱ,22.14676,8.10482,-,7.05458,-,1.70254,-,0.05308,-,0.03513,0.76006,291.3838,25.85934,,,正常
辽宁省,大连市,复州河,辽河流域,复州湾大桥,2022-06-03 20:00:00,Ⅱ,22.4254,8.25606,-,8.62235,-,3.506,-,0.0624,-,0.0593,5.737,483.969,7.38802,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-06-03 20:00:00,Ⅰ,18.311,8.126,-,8.657,-,1.766,-,0.025,-,0.0139,2.587,240.371,6.952,0.01334,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-06-03 20:00:00,Ⅳ,23.73,7.752,-,4.99,-,3.17,-,0.044,-,0.14,14.604,998.92,8.134,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-06-03 20:00:00,Ⅲ,24.03,8.717,-,16.084,-,4.571,-,0.0647,-,0.0588,3.597,411.4,14.571,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-06-03 20:00:00,Ⅲ,22.74,8.207,-,14.69,-,5.11,-,0.025,-,0.0593,7.567,795.32,13.74,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-06-03 20:00:00,Ⅱ,22.77,8.492,-,8.295,-,2.74,-,0.082,-,0.041,4.881,507.426,14.807,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-06-03 20:00:00,Ⅱ,22.785,8.724,-,13.14,-,2.26,-,0.158,-,0.037,3.339,490.4,52.4,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-06-03 20:00:00,Ⅱ,20.56,7.928,-,7.285,-,2.01,-,0.033,-,0.046,8.209,758.391,10.067,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-06-03 20:00:00,Ⅱ,21.17,8.245,-,8.013,-,2.72,-,0.025,-,0.043,4.682,701.57,28.564,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-06-03 20:00:00,Ⅱ,19.49,8.38,-,10.32,-,2.687,-,0.025,-,0.0279,2.4555,323.96,4.24,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-06-03 20:00:00,Ⅱ,17.62,7.6279,-,7.092,-,0.9016,-,0.0444,-,0.0402,2.8544,537.138,10.794,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-06-03 20:00:00,劣Ⅴ,22.77,9.269,-,21.25,-,6.887,-,0.025,-,0.094,2.334,377,20.87,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-06-03 20:00:00,Ⅲ,22.92,7.772,-,8.91,-,4.67,-,0.044,-,0.089,2.857,381,31.3,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-06-03 20:00:00,Ⅲ,23.12,8.54303,-,9.861,-,5.808,-,0.2193,-,0.1869,4.149,653.7,15.3844,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-06-03 20:00:00,Ⅲ,23.16,7.987,-,8.42,-,2.778,-,0.083,-,0.115,2.394,360.65,21.72,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-06-03 20:00:00,Ⅱ,15.9202,7.9207,-,10.1152,-,2.76,-,0.025,-,0.045,2.586,325.379,11.721,,,正常
辽宁省,丹东市,爱河,辽河流域,爱河大桥,2022-06-03 20:00:00,-3,21.82,8.534,-,9.584,-,1.708,-,,-,0.005,7.79,225.2,6.78,,,维护
辽宁省,鞍山市,海城河,辽河流域,牛庄,2022-06-03 20:00:00,Ⅲ,23.38,8.57812,-,13.864,-,5.103,-,0.1002,-,0.1359,3.153,723.179,44.31,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-06-03 20:00:00,Ⅱ,20.5,7.98,-,8.42,-,1.19,-,0.025,-,0.0587,8.738,658.411,113.253,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-06-03 20:00:00,Ⅱ,19.34,8.374,-,9.705,-,2.32,-,0.025,-,0.016,4.397,638.18,9.66,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-06-03 20:00:00,Ⅱ,22.1042,8.0903,-,8.6456,-,3.07,-,0.04,-,0.054,4.682,646.772,7.6396,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-06-03 20:00:00,Ⅲ,22.86,8.76,-,8.99,-,4.77,-,0.025,-,0.094,1.754,505.1,83.58,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-06-03 20:00:00,Ⅳ,22.4471,7.34821,-,5.37227,-,6.003,-,0.1807,-,0.1898,1.605,666.016,17.8069,,,正常
辽宁省,盘锦市,辽河,辽河流域,盘锦兴安(兴安),2022-06-03 20:00:00,Ⅲ,23.71,8.05,-,5,-,5.053,-,0.148,-,0.11,1.203,385.8,44.42,,,正常
